Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Delay_from_due_date,Num_of_Delayed_Payment,Credit_History_Age,Payment_of_Min_Amount,Credit_Utilization_Ratio,Credit_Mix,Monthly_Balance,Credit_Score
46.0,2,53579.04,4355.92,9,10,6.0,4103.78,149.6791914718775,58,17.0,15,1,35.78156892421596,0,419.5731466498784,1
47.0,7,83192.64,7106.72,3,6,2.0,277.75,80.37773215059222,20,17.0,276,0,38.15358313243518,2,560.8685469234755,2
23.0,12,88726.46,7104.871666666668,2,3,3.0,477.58,161.22424910969863,5,4.0,381,0,38.05516456866812,1,627.1544606141647,2
30.0,2,91223.48,7475.956666666666,7,4,2.0,811.71,101.3886602489596,18,12.0,374,0,27.613156622586807,1,279.1652153451263,1
39.0,7,47888.94,4197.745000000001,4,4,4.0,1835.98,150.78374500259952,9,16.0,174,1,36.19591193491776,1,413.04444285182495,0
26.0,14,36825.11,2997.7591666666667,5,3,1.0,520.36,24.319835720160512,24,13.0,226,0,31.044957007479912,2,477.5894404979113,0
20.0,4,20426.41,1640.200833333333,6,5,5.0,1587.82,57.88334830706614,37,24.0,92,1,27.29360184631016,0,184.38346847461648,0
20.0,6,75010.52,6167.876666666668,9,8,7.0,4094.73,401.8616870476554,48,19.0,131,1,23.842316082318263,0,328.45975463919893,0
34.0,2,51580.68000000001,4139.39,5,6,6.0,1475.3,219.3084503844329,26,10.0,240,1,22.36001391162757,1,271.3950947127116,1
44.0,0,7755.295,590.2745833333332,6,5,4.0,2165.25,21.778277536180298,57,11.0,77,1,27.43377656938748,1,289.9795908940773,1
29.0,2,71689.68,5706.139999999999,7,8,6.0,1773.97,286.9285326101912,38,15.0,184,1,38.583375821530645,1,403.0302546740603,0
37.0,8,30784.67,2682.3891666666664,4,7,2.0,1362.65,28.16220960287093,30,18.0,296,1,26.306669371776145,1,205.68652119344512,1
40.0,5,49211.16,4048.93,4,5,7.0,1781.8,257.0593770395491,33,8.0,111,1,29.5650326659268,1,235.1256062904179,0
30.0,4,19938.73,1813.5608333333328,7,5,8.0,4203.56,111.96628296910264,56,18.0,156,1,31.91985047740157,0,222.00404499754063,0
50.0,11,28630.01,2637.8341666666665,1,100,1.0,1455.62,16.39547854048716,13,3.0,342,0,30.40489450695818,2,431.8481076836137,1
34.0,4,112812.24,9417.02,0,5,0.0,506.96,0.0,10,8.0,356,0,27.595057111834496,2,873.4081175882907,0
41.0,0,80743.79999999999,6886.649999999999,4,3,3.0,204.88,191.4871337737844,17,9.0,294,0,40.89968857229785,1,609.3353682424881,2
27.0,1,103351.8,8465.65,3,7,2.0,1246.62,140.85823594664058,12,8.0,106,1,29.53270436198293,1,270.214184381516,0
46.0,6,63539.66,5032.971666666667,6,7,4.0,173.85,206.86743480054665,9,9.0,234,1,28.962802446455587,1,157.59745432408798,0
29.0,14,20000.41,1713.9563272323765,2,5,1.0,446.57,191.72014304036887,11,733.0,333,0,30.27317982840683,2,360.4674548998149,1
42.0,12,64270.12,5500.843333333332,6,6,2.0,1326.4,69.24668400263387,50,18.0,114,1,27.90701764160623,0,453.7272115226632,0
37.0,9,25040.59,2278.715833333333,4,4,3.0,715.69,53.572750991129006,9,7.0,388,0,29.24702834888912,1,331.54550402912355,1
37.0,8,127770.52,10430.543333333331,4,3,1.0,1213.59,92.25192420179124,15,11.0,347,0,37.26686965271461,2,857.4708154115591,2
44.0,1,41702.9,3249.241666666667,7,8,6.0,2334.29,145.6395523263464,45,20.0,100,1,35.039439386970145,0,260.4784533923686,0
34.0,12,118047.92,9818.326666666666,2,2,3.0,776.18,223.0756745583944,12,1.0,372,0,39.44202134315493,2,798.5457883620842,1
28.0,9,28207.03,2116.585833333333,8,7,0.0,1406.85,0.0,28,9.0,200,1,38.66398268369544,1,355.3801084320665,2
32.0,9,44483.64,3680.97,8,10,8.0,2770.15,160.25539898346022,27,16.0,147,1,30.94594865435923,0,248.80902106808227,1
21.0,14,31655.9,2298.212567305793,2,4,2.0,1344.3,250.46897232780807,5,3.0,194,0,37.351325453589006,2,393.8016208727623,2
38.0,13,20528.59,1900.7158333333327,6,7,9.0,3578.54,127.9016496031002,61,15.0,70,1,33.445403026881344,0,193.05838552054016,0
52.0,4,124782.2,10123.516666666666,5,3,1.0,1218.72,61.04176845078267,17,9.0,368,0,44.84646313530135,1,1075.270959252221,1
37.0,7,120389.55,10196.4625,1,7,0.0,846.65,0.0,3,3.0,335,0,27.454310727931425,1,958.0305243471464,1
27.0,3,7709.355,845.44625,7,4,5.0,1510.15,27.685002227766272,17,16.0,153,1,36.25394403742708,1,263.8345183644392,0
33.0,9,10424.525,667.7104166666667,8,3,4.0,164.79,26.82878832395963,24,12.0,362,1,31.109123453020416,1,287.82868828893817,1
45.0,1,15028.515,1417.37625,8,7,0.0,583.74,0.0,21,14.0,282,0,41.0277459359327,2,375.8026242988303,1
22.0,8,50155.56,3562.142389800721,8,3,2.0,122.73,544.0700210489973,8,19.0,395,0,33.15788004463913,1,565.2340521465277,2
27.0,0,35854.31,2737.8591666666666,7,4,5.0,162.45,125.8709499689923,21,17.0,88,1,23.163353572413016,1,348.42679896267936,1
53.0,8,65312.73,5255.7275,3,5,1.0,466.4,32.1688001442284,19,20.0,231,0,37.89806651295825,1,583.5206193599453,1
30.0,0,80918.14,6444.178333333332,2,5,4.0,216.05,192.7597872092913,11,6.0,380,0,35.249735913430726,2,601.1375817782678,1
21.0,3,44103.18,3416.265,3,7,4.0,2576.96,107.4631287792455,5,16.0,167,1,23.84245844151605,1,167.1539620019186,0
53.0,6,36849.91,3355.825833333334,4,6,3.0,660.89,68.45114591662514,7,2.0,301,0,31.26461006861145,2,339.7994877705231,1
35.0,5,8312.085,568.6737499999998,8,5,2.0,1945.67,10.734357567722355,6,11.0,82,1,27.65670244568877,1,280.44135694417605,1
22.0,4,48179.67,4047.9725,3,3,3.0,2346.34,89.97133651121666,21,10.0,176,0,40.98786298191963,1,496.54115032200286,1
23.0,12,33624.4,2869.0333333333333,4,5,4.0,987.27,72.25713757572737,30,9.0,353,1,26.902472137762533,1,394.6441224462889,1
33.0,9,22219.57,1687.6308333333334,7,5,3.0,502.78,35.33648089319485,8,18.0,70,0,27.972757006683416,1,335.87384448371495,1
34.0,7,17609.57,1442.4641666666666,6,10,5.0,2613.9,61.7065032714987,36,9.0,182,1,35.34092504501477,1,301.97061479162124,1
34.0,5,52487.14,4134.928333333333,7,5,3.0,1132.46,103.11934089907332,3,19.0,213,0,28.842747522276916,1,411.0375245306769,1
34.0,12,39883.46,3520.6216666666664,7,6,9.0,4838.26,220.4014984425696,32,16.0,23,1,35.40093497464307,0,165.71152337060482,1
44.0,12,79205.36,6520.446666666668,1,7,0.0,1379.14,0.0,0,0.0,305,0,27.766866638301877,2,477.96979148939727,1
21.0,0,19307.9,1898.9916666666668,848,4,2.0,1024.47,16.459772293213597,6,19.0,323,0,32.61682019909505,1,369.61155660507967,1
45.0,12,19595.95,1683.127517051273,7,8,9.0,1287.97,131.16311262789455,47,25.0,154,0,24.672765122808823,0,252.14072061616216,0
31.0,8,14884.465,1538.3720833333334,8,5,4.0,1122.86,37.78683849202279,25,15.0,344,0,36.24883042755353,2,222.3105430485216,0
23.0,9,83334.5,6918.541666666668,5,3,3.0,1188.93,168.13173141552392,6,3.0,237,0,28.94513063026657,2,478.50096592896216,0
37.0,3,119005.6,10193.133333333331,5,4,0.0,1248.07,0.0,11,10.0,254,0,41.47786008735007,1,945.4257987958632,0
19.0,13,32130.51,2734.5425,3,7,6.0,1233.41,84.15915488880556,23,19.0,212,1,31.643285442804,1,385.4302560687803,1
26.0,8,17965.72,1295.1433333333334,7,8,2.0,2654.64,17.059152446236727,47,10.0,242,1,26.2014049642382,1,253.59740335938903,0
41.0,8,55910.68,4294.92842528029,5,3,0.0,7.54,354.2949080530438,9,10.0,358,0,40.20412382331908,1,557.9572023520227,2
23.0,7,25659.34,2238.278333333333,5,3,4.0,1323.93,54.98197115275013,27,16.0,305,0,25.19224490138145,1,295.80563811359264,1
19.0,2,30743.6,2557.9666666666667,5,4,1.0,401.53,20.42494218219954,23,16.0,94,1,26.222281223959524,1,421.683506885319,1
44.0,9,37655.98,3365.998333333333,6,3,6.0,1256.83,155.23733009475217,19,22.0,149,1,29.70278619188543,1,353.83698372664566,0
23.0,11,80511.84,6542.32,4,7,0.0,1048.69,0.0,8,20.0,244,0,27.43331396557927,1,749.4936344889702,2
32.0,12,7200.035,540.0029166666667,8,8,3.0,2442.56,13.72301936190351,59,16.0,173,1,27.19422725873221,1,277.45180243936727,0
48.0,8,134533.32,11114.11,7,4,3.0,434.36,251.9882793346092,28,20.0,195,0,23.133892076868463,1,345.95455397249987,1
41.0,11,19164.19,1352.0158333333334,6,3,3.0,183.1,80311.0,9,12.0,378,1,29.55515510040869,1,333.63196225254376,1
54.0,5,15904.85,1085.4041666666667,3,5,4.0,1377.16,47.59790091961793,4,2.0,244,0,36.85027486661564,2,264.1618385320647,1
24.0,11,116360.56,9738.713333333331,3,7,4.0,464.64,312.9826273744491,6,21.0,242,0,36.62295653870302,1,819.5774350121106,2
41.0,5,56213.84,4955.486666666667,6,7,5.0,3626.94,120.15943330681644,58,19.0,56,1,23.57040065266104,1,334.1306621243627,0
50.0,4,72790.92,6087.91,3,5,4.0,702.65,157.30415645303768,9,10.0,395,0,30.71859938335557,2,575.8338427032536,1
40.0,12,19065.32,1497.7766666666666,3,6,3.0,2008.06,76.21247400832009,23,15.0,206,0,35.58670021521672,1,260.52422868912305,1
19.0,8,17923.05,1663.5875,10,8,7.0,3549.71,63.15540655150015,27,19.0,173,0,27.00074087825128,1,328.5754277994988,1
24.0,14,16413.23,1262.7691666666667,6,10,6.0,2547.35,74.16018018203783,54,25.0,154,1,28.89167739561008,0,266.76090954883944,1
32.0,3,30819.56,2547.2966666666666,7,3,4.0,401.26,96.84859089516536,8,10.0,176,1,31.21249544816629,1,363.5789110244013,1
40.0,5,73226.6,6192.216666666667,10,5,6.0,2492.68,270.75720848112286,65,18.0,176,1,34.5752486054619,1,286.20501203576686,0
41.0,6,23900.41,1767.700833333333,3,5,4.0,234.73,68.03837552394876,7,9.0,240,1,30.537788431794823,1,328.3252433328351,1
23.0,8,15803.96,1307.996666666667,3,5,3.0,931.32,45.037244539889095,25,19.0,263,1,34.693919049811825,1,301.56919782214004,1
28.0,5,59751.78,5044.315,7,7,4.0,1485.94,116.29841702305131,22,13.0,192,1,39.084121936313885,1,286.3327265926648,0
33.0,14,100716.36000000002,8413.03,8,4,0.0,605.24,0.0,7,8.0,200,0,25.51144193295911,1,723.1396060139851,0
41.0,10,29968.56,2698.38,5,5,1.0,1022.13,21.03313243477011,10,12.0,212,0,29.634747428898137,1,442.35658089336937,2
21.0,7,120479.63999999998,9968.97,2,7,2.0,590.08,129.17800282692826,15,2.0,215,0,38.8588028198394,2,179.67287656224542,2
29.0,11,142081.48,11771.123333333337,6,6,3.0,932.32,180.6164783267737,29,20.0,326,0,34.49466617054252,1,947.6969621897596,2
34.0,2,115086.6,9779.55,4,7,4.0,1122.32,377.8963392954612,15,16.0,244,1,37.33209379305814,1,460.0163601855468,1
39.0,10,99802.48,8244.873333333333,4,3,4.0,248.48,210.4580591438012,17,3684.0,311,0,39.34672057128259,1,354.56479194802614,1
36.0,7,41077.12,3390.0933333333337,9,7,3.0,1507.89,199.5840003726387,62,23.0,120,1,39.83429281635628,0,150.28023125631174,0
40.0,11,75655.48,6016.623333333332,1,3,3.0,1174.52,111.02302673173772,9,10.0,394,0,38.00645603729604,1,444.59446144087167,0
30.0,7,102215.61000000002,8482.9675,2,5,1.0,79.67,60.5673607926548,1,4.0,369,0,38.06819774512234,2,279.73872615524976,2
34.0,2,23304.3,2000.025,4,7,0.0,366.22,0.0,26,10.0,190,1,37.21147707817837,1,384.82774801913087,1
40.0,6,92459.1,7413.925,3,3,2.0,1282.53,142.79428430002483,19,13.0,194,0,42.668757481131465,1,697.3393396988074,2
26.0,2,18863.28,1515.9399999999996,9,7,6.0,1505.76,49.78859567660973,51,23.0,153,1,33.67751570555876,1,319.30803713649937,0
27.0,8,14414.25,1351.1875,9,9,9.0,2558.21,82.19569260077354,47,28.0,118,1,34.570424602250114,0,295.0567958298957,0
43.0,4,64613.32,5232.443333333334,10,7,5.0,1522.0,235.43878786463864,40,18.0,131,1,31.744008748084177,1,336.5653509485273,1
34.0,5,43592.10000000001,3776.675000000001,9,10,9.0,2794.26,243.69957785186384,30,17.0,53,1,38.85874006444582,0,327.34870607516007,0
49.0,7,21752116.0,7644.8875,0,7,4.0,78.41,183.2145000674772,3,6.0,221,0,36.033656970164266,2,690.1683045831445,1
19.0,10,28151.81,2152.9841666666666,5,5,3.0,1327.69,64.50670414051402,14,20.0,92,1,24.82538812249681,1,159.6849401249135,1
49.0,9,129982.41,10653.8675,3,2,4.0,395.78,278.0421664180837,6,5.0,350,0,39.97899566659451,1,907.9289414525284,1
45.0,6,34980.94,2653.078333333333,1,5,3.0,715.01,52.92380655556158,6,11.0,207,0,27.295159051471757,2,430.0863883819013,2
33.0,12,72287.52,5910.96,4,10,4.0,1802.44,175.96518130991817,8,12.0,208,1,35.774957011338266,1,533.5010950695556,1
43.0,4,11900.03,1264.6691666666666,3,5,4.0,399.01,35.54622165922838,15,12.0,233,0,27.14646894971261,1,316.2219677973456,1
30.0,4,83576.26,6912.688333333333,3,129,2.0,1192.96,112.38708199237908,8,4.0,279,0,31.97747564635823,2,574.128747474336,1
24.0,6,96815.91,8057.9925,2,5,0.0,1257.64,0.0,7,6.0,367,0,32.78170406673909,2,425.0202397530431,1
37.0,1,19718.92,1510.7347878324483,10,9,6.0,2057.56,229.57498548768945,22,11.0,201,1,34.57056868158442,1,228.8014440080165,0
35.0,6,16791.21,1143.2675,6,5,7.0,3321.22,95.77995936781971,45,18.0,23,1,26.632533063687823,0,235.65203766935392,1
18.0,11,33687.46,2395.6114650143923,4,3,5.0,702.57,405.6014745532776,13,15.0,239,1,27.16432860923877,1,375.2599829016584,1
29.0,3,18331.415,1722.6179166666668,2,615,3.0,1012.22,37.525290994894746,11,10.0,353,0,35.715546029816906,1,194.58216953117432,1
18.0,13,30519.74,2743.291312440571,10,9,6.0,4792.52,204.45247880076911,33,23.0,12,0,25.608311967438087,0,285.2626611245048,1
44.0,2,14705.9,1479.4916666666666,7,5,6.0,1190.8,57.89304715609222,6,17.0,191,1,24.62717323128289,1,266.4069038229021,1
32.0,11,16758266.0,6412.461666666666,6,7,2.0,1187.38,61.463425683260326,11,16.0,359,1,27.25359700227028,1,737.5031717444825,1
42.0,12,85494.5,7336.541666666668,1,4,1.0,1351.71,35.745250709644125,4,7.0,191,0,33.21257836600561,2,856.1456561185105,1
34.0,2,7829.225,560.4354166666667,9,6,9.0,4579.09,37.73561457023335,37,13.0,8,1,24.833762041194557,0,277.3101374811698,1
38.0,7,8499.645,817.30375,8,7,8.0,2573.1,34.700690030537515,30,17.0,192,1,28.221019150778808,0,279.6291051176769,1
34.0,8,38561.33,3289.4441666666667,0,6,0.0,1465.73,0.0,5,0.0,330,0,25.85144749179508,1,383.7678047741251,1
34.0,7,71933.70000000001,6091.475000000001,3,1307,2.0,661.9,62.45662090960949,27,11.0,246,1,38.11526119272612,1,498.86787844215513,1
55.0,10,28836.92,2578.0766666666664,5,2,0.0,1224.88,0.0,5,19.0,335,0,24.133028680056142,2,359.615487754715,2
52.0,10,21662.395,1616.199583333333,3,5,1.0,646.77,12.84127201578875,10,8.0,196,0,35.155230917339004,2,312.9651753500044,0
34.0,4,39234.08,3201.5066666666667,8,9,4.0,2176.02,14203.0,55,19.0,128,1,29.14065436921932,0,358.1073794581337,1
24.0,10,20588.45,1557.7041666666669,6,10,4.0,2160.86,54.05859209106389,16,16.0,75,1,38.26500906579061,0,313.3132799827556,0
39.0,11,75839.22,6438.935,7,4,2.0,717.83,122.17774415540082,31,9.0,269,0,33.24764101100169,1,561.1705769679127,1
43.0,11,12153.69,886.8075,6,5,2.0,127.34,15.76815239003066,27,19.0,401,1,22.34849413928097,1,296.46963988249365,2
47.0,14,27240.07,2065.005833333333,5,3,4.0,1301.08,88.41278203111109,26,18.0,339,0,30.9624282703001,1,285.47335356738324,1
42.0,7,17004.68,1572.0566666666666,6,8,7.0,2272.07,55.064722142367366,24,13.0,177,1,33.9858898960444,1,242.83784563456487,1
45.0,9,123511.28,10430.606666666668,8,3,4.0,1350.6,254.6043699432384,13,11.0,267,0,37.19578573207425,1,835.9030438926009,1
21.0,0,111642.18,9316.515,5,5,2.0,1236.68,93.6486517685578,4,10.0,192,0,39.97627896645511,2,849.5838166320929,2
38.0,4,135671.32,11395.943333333336,4,5,4.0,1057.36,305.4040661809058,4,0.0,250,0,30.801244886505536,2,359.2595698443879,2
55.0,1,26877.26,2081.7716666666665,4,6,0.0,274.99,0.0,13,12.0,282,1,40.27056800233424,1,301.1871196552417,1
49.0,5,19179.165,1710.26375,1,7,0.0,1391.31,0.0,0,1.0,344,0,25.68630837442505,2,390.2904367361445,1
26.0,6,35384.0,2960.666666666666,9,6,9.0,4161.42,214.3342971261814,30,17.0,50,1,24.490027925292296,0,185.5077022994404,0
19.0,3,19125.75,1437.8125,3,6,3.0,1243.2,33.557744248711664,19,14.0,252,0,22.60154592008219,2,243.3060701805232,2
53.0,2,138806.88,11661.24,6,6,0.0,448.22,0.0,10,11.0,398,1,38.3692289193092,1,1125.58392930861,1
28.0,12,48181.11,3888.0925,8,8,4.0,2623.14,82.03861836216738,10,10.0,82,0,31.34141209822134,1,513.3039126522538,1
45.0,6,9741.195,1097.76625,7,4,2.0,582.95,13.376545985168034,20,15.0,322,1,33.85583580918899,1,305.98704000344884,1
30.0,12,7199.325,408.94375,8,6,6.0,4918.95,31.94138147326209,47,19.0,41,1,27.0811538075844,1,268.84544662365033,0
43.0,10,73910.61,5995.2175,3,7,0.0,1469.17,0.0,23,18.0,227,1,34.16779244692215,1,619.9458733129402,1
51.0,6,38107.36,2955.613333333333,8,7,3.0,1472.7,73.57946751809602,30,16.0,274,0,24.914368731648835,1,236.74032158765675,1
19.0,13,14134.26,1142.855,6,7,2.0,1289.12,17.601400433181432,62,14.0,105,1,27.38121155634493,1,293.40970205335407,1
34.0,11,107275.71,9188.6425,6,7,0.0,174.76,0.0,19,10.0,213,0,38.24964547021352,2,933.8246172089388,2
34.0,12,29487.25,1984.3387444721827,7,3,3.0,160.14,243.560539339787,25,20.0,338,1,27.38337374213233,1,154.2769804368421,0
29.0,0,40369.07,3186.089166666666,0,4,0.0,570.51,81760.0,9,2.0,334,0,24.071692436564344,2,245.0205030800357,1
53.0,4,44330.2,3744.183333333333,4,3,1.0,1483.39,20.272734860528963,5,0.0,252,0,26.670555191409555,2,525.0439957077332,2
26.0,3,10279.305,955.60875,7,9,5.0,4072.2,42.45041549458641,40,13.0,53,1,36.28302465194678,0,299.33341362439614,0
44.0,1,14336678.0,2789.346666666667,6,9,2.0,1309.09,35.19164481319368,39,24.0,185,1,35.64490688736618,0,430.3636511541822,0
18.0,4,15586.65,1126.8875,4,7,3.0,207.81,27.69331394611537,15,8.0,201,0,31.522102413122305,2,229.29090573416008,1
44.0,8,36127.64,2722.6366666666668,2,5,3.0,770.1,47602.0,0,5.0,304,0,32.59743031617991,2,451.7638208187344,1
33.0,6,89239.35,7680.6125,0,4,0.0,590.29,0.0,6,1.0,284,0,43.31160857528697,2,893.3423379955618,1
39.0,11,64551.12,5393.26,6,9,6.0,3462.33,290.794948263226,61,14.0,18,1,34.44098336229158,0,280.89477469571443,1
30.0,4,14095.93,1310.6608333333334,9,8,6.0,2790.05,37.74514125467864,20,24.0,24,1,37.12882669722649,1,320.2299217351652,0
47.0,5,94511.79,7717.982500000001,5,3,0.0,1315.6,0.0,1,7.0,225,0,25.957824846718736,1,671.8993863426498,2
25.0,1,7269.655,494.80458333333326,6,9,9.0,4399.03,33.849090392399376,20,15.0,17,1,36.34360916030214,0,286.6544781279751,0
32.0,2,127672.24,10668.353333333334,8,7,4.0,504.03,289.02915452909315,20,13.0,377,0,37.93379412462225,1,844.313943932363,1
37.0,7,19749.04,1544.753333333333,7,7,8.0,3655.44,128.3315287002651,42,25.0,70,1,31.915374032227287,0,219.14695915868924,0
31.0,6,17850.56,1391.5466666666669,1414,5,3.0,3380.69,127.22369163552014,27,20.0,99,1,29.194058462219974,0,242.9041726804104,0
37.0,10,31751.83,2574.9858333333336,5,4,3.0,110.73,58.00693710610064,24,12.0,291,1,26.1082048635348,1,402.599503326948,1
32.0,7,59393.36,4870.446666666667,8,5,0.0,1046.68,0.0,7,16.0,254,1,27.411216035045648,1,579.3223092098561,2
44.0,11,20348.57,1486.7141666666666,9,8,8.0,3194.2,110.50058159984007,36,22.0,84,1,25.67322514576157,0,272.4074406749275,0
22.0,6,29498.09,2626.1741666666667,2,4,2.0,565.26,43.71561691758411,9,2.0,326,0,38.62296563193348,2,281.8558019042017,2
43.0,10,33199.8,2326.6907638407165,7,10,6.0,1935.68,282.2892593157832,26,18.0,162,1,30.316343616801795,1,336.2486440010536,0
55.0,3,71424.56999999999,5743.0475,4,6,4.0,484.43,230.45578409109245,14,21.0,208,0,27.252218057634057,1,415.5243715857534,2
44.0,8,82346.16,6928.18,6,9,7.0,2341.16,390.7054359043153,51,24.0,84,1,35.333759931518124,0,235.5811818540932,1
40.0,11,14422.22,1013.8516666666668,9,6,3.0,1325.68,21.005482591392955,48,27.0,217,1,37.28903598487233,0,279.14184236298684,1
38.0,4,17889.32,1504.7766666666666,9,6,7.0,3693.67,100.73465652418808,30,15.0,113,1,40.14476615266922,0,242.1089435365752,0
22.0,4,26939.95,2466.995833333333,7,3,2.0,826.57,35.48240610382291,9,16.0,236,1,28.813514022640533,1,379.6384624205217,2
23.0,8,17096.48,1467.706666666667,3,4,0.0,728.06,0.0,15,10.0,261,0,29.83745355718275,2,374.0611040382719,2
27.0,12,18123.675,1326.30625,7,5,2.0,770.41,24.505593631037268,25,15.0,215,0,32.157593942254486,1,258.5346190190233,1
53.0,1,147519.72,12393.31,4,6,3.0,652.22,228.4565930673933,29,9.0,395,0,35.589502021306444,1,350.181552157408,2
22.0,5,82410.12,6933.509999999998,0,3,1.0,587.66,56.203542003838685,0,11.0,387,0,34.288393451913336,1,469.1707682390066,1
19.0,0,30029.59,2406.465833333333,0,4,4.0,466.13,68.42705998765183,13,8.0,381,0,24.27346941653655,1,311.1550025465847,1
34.0,4,70582.0,5643.833333333332,8,5,3.0,1963.24,96.26348532603676,23,14.0,108,1,26.838613616601023,1,521.1642392091787,0
29.0,10,23557.5,1797.125,7,4,4.0,7.51,41.417036028041785,19,20.0,341,0,40.62018932744071,1,359.9968535091966,1
19.0,6,146724.36,12276.03,1,4,3.0,1319.64,94.21315119514816,7,3.0,341,0,35.116150449809254,2,1260.3541667055506,1
21.0,5,34927.0,2920.583333333333,6,4,0.0,1158.55,0.0,13,21.0,320,0,38.8780280369014,2,459.84548519692976,1
29.0,2,75524.26,6118.688333333333,2,5,4.0,852.62,167.28791460999832,19,10.0,196,0,34.947495632328504,1,243.56985171663888,1
39.0,10,14977.93,1293.1608333333334,8,6,8.0,4857.54,72.66347358680184,37,18.0,159,1,38.19030109416392,1,277.05051781687257,1
26.0,14,45834.57,3816.5475,7,7,2.0,2482.46,54.293093063069655,9,16.0,190,1,38.61901988584932,1,465.58269585159127,0
41.0,13,95846.49,8264.2075,8,4,0.0,1493.69,0.0,5,19.0,371,0,37.39136527213309,1,775.881240365992,2
33.0,1,11703.605,993.3004166666666,8,4,0.0,1175.56,0.0,28,19.0,230,1,25.72193897425179,1,320.16503159944426,1
24.0,13,40289.79,3073.4825,5,6,2.0,1073.74,38.97639028622972,10,8.0,197,0,36.46549173217888,2,374.9843353161296,1
42.0,4,63901.05,5409.0875,4,6,0.0,1253.04,0.0,21,20.0,315,0,25.0533953157255,1,672.1394258479613,1
45.0,4,19493.51,1662.4591666666663,6,10,3.0,1783.34,21.854407613533,46,3900.0,177,1,36.02608786225991,0,366.5294281766324,0
34.0,11,7650.145,910.5120833333334,9,664,6.0,1306.52,28.11416358552749,67,22.0,150,1,33.56837276730172,0,254.04983303531105,0
30.0,10,43894.24,3690.853333333333,4,7,4.0,1422.84,142.96344781536104,6,14.0,392,1,25.56312960824401,1,418.9176700489479,1
29.0,3,84001.66,6555.609083346229,1,3,3.0,201.67,394.2230916173059,-3,3.0,269,0,38.93753950569428,2,437.89787711318667,2
34.0,0,52591.26,4359.605,6,10,6.0,3905.41,212.32081378391533,16,20.0,149,1,31.19961120229269,1,343.2007484375265,0
38.0,10,128674.44,10551.87,1,7,0.0,930.71,0.0,10,2.0,294,0,39.554156388609854,1,741.1976946728928,0
25.0,2,33718.73,2955.894166666667,7,6,1.0,1074.66,21.66210627386815,10,14.0,220,0,27.75667047513408,1,446.797349021939,1
30.0,6,25145.36,2047.446666666667,3,3,2.0,904.83,31.28002923905184,11,17.0,392,1,30.213166553741427,1,398.1337566871023,1
29.0,1,58301.44,4998.453333333334,3,7,4.0,352.44,169.9120689388641,12,13.0,323,1,25.138671650916205,1,445.35862528082566,1
43.0,3,10389.32,686.7766666666666,3,6,6.0,1909.45,95.41140512460458,2,18.0,170,1,35.8641699661306,1,262.97352276493666,0
33.0,1,17914.24,1744.8533333333337,6,6,5.0,703.21,65.91462582093743,26,9.0,120,1,38.36740434416553,1,238.5665459885352,1
36.0,5,42756.72,3653.06,4,3,3.0,884.86,72.87631763689136,9,1.0,310,0,33.75606092943535,2,330.9306608213382,2
36.0,7,68173.92,5948.16,6,10,5.0,3117.01,144.37436119004283,33,17.0,78,1,24.85901263636167,0,256.87912360632254,1
45.0,10,21642.845,1712.570416666667,4,4,3.0,1145.77,39.0152550937121,4,5.0,219,0,37.13383321400162,2,342.1427112716763,1
20.0,14,73026.92,6233.576666666668,2,3,3.0,98.77,158.95946732108214,7,13.0,260,0,25.91518625411749,2,320.5920583141989,1
46.0,0,167258.04,12986.315523508263,5,1123,0.0,476.64,1213.8544764917372,13,0.0,325,0,26.56801036883753,2,726.8893024170472,2
50.0,11,19809.27,1711.7725,5,5,1.0,562.34,14.05862727465902,2,0.0,364,0,34.673978456949705,2,374.1643107503185,1
47.0,6,59775.24000000001,5259.27,4,6,0.0,787.76,0.0,30,15.0,246,0,38.66367294960825,1,575.6720689970348,1
44.0,6,35871.7,3131.308333333333,3,6,1.0,176.96,24.5746424611922,17,4.0,335,0,32.616401251705945,2,454.77326136435,1
29.0,1,45144.8,3980.066666666667,4,3,1.0,1112.58,36.15142324086803,20,19.0,270,0,30.117565955984524,1,251.8841785079485,1
34.0,9,15862.67,1046.8891666666666,374,10,6.0,4763.66,76.60381292560204,23,22.0,96,0,26.00373254450026,0,229.1619493962905,1
25.0,5,32928.14,2948.0116666666668,0,2,0.0,929.04,0.0,10,1.0,362,0,33.89946926356562,1,425.6614122567225,1
52.0,11,23211.26,2136.2716666666665,7,5,3.0,361.52,42.5577176923064,24,16.0,305,1,26.31877986431436,1,355.71348408952963,1
28.0,5,33604.58,2987.3816666666667,3,6,3.0,509.37,79.04757845545905,6,8.0,274,0,31.97708823888236,2,343.22831236122806,2
41.0,11,56544.0,4524.0,9,1328,9.0,4247.61,281.5836300719024,52,20.0,90,0,38.854268100930575,0,363.8022690550001,2
54.0,5,14475.14,1092.2616666666663,8,3,4.0,609.66,33.58727290306868,20,11.0,254,1,31.57874219024037,1,295.0692871670513,2
27.0,5,76113.09,6281.7575,7,6,0.0,1127.46,0.0,12,16.0,330,0,38.684503974627134,1,654.1373382609197,1
34.0,12,33537.3,2899.775,10,6,7.0,2502.26,169.2558027710161,20,24.0,107,1,35.64539237619489,0,305.2531444696264,1
